ID,GeneAssociation,Fullname,Reaction,LowBound,UpBound
R_MLTG4, b0403, "Maltodextrin glucosidase (maltohexaose)", M_h2o_c + M_malthx_c -> M_glc__D_c + M_maltpt_c, 0.0, 999999.0
R_ADK1, b0474, "Adenylate kinase", M_amp_c + M_atp_c <-> 2.0 M_adp_c, -999999.0, 999999.0
R_3HPPPNH, b0347, "3-(3-hydroxy-phenyl)propionate hydroxylase", M_3hpppn_c + M_h_c + M_nadh_c + M_o2_c -> M_dhpppn_c + M_h2o_c + M_nad_c, 0.0, 999999.0
R_EX_dcyt_e, , "Deoxycytidine exchange", M_dcyt_e <-> M_dcyt_b, -999999.0, 999999.0
R_LPADSS, b0182, "Lipid A disaccaride synthase", M_lipidX_c + M_u23ga_c -> M_h_c + M_lipidAds_c + M_udp_c, 0.0, 999999.0
R_NAt3_2, b0019, "Sodium proton antiporter (H:NA is 2)", 2.0 M_h_e + M_na1_c -> 2.0 M_h_c + M_na1_e, 0.0, 999999.0
R_PDX5PS, (b2564 & b0052), "Pyridoxine 5'-phosphate synthase", M_dxyl5p_c + M_nad_c + M_phthr_c -> M_co2_c + 2.0 M_h2o_c + M_h_c + M_nadh_c + M_pdx5p_c + M_pi_c, 0.0, 999999.0
R_DURIPP, (b4382 | b4384), "Deoxyuridine phosphorylase", M_duri_c + M_pi_c <-> M_2dr1p_c + M_ura_c, -999999.0, 999999.0
R_CHRPL, b4039, "Chorismate pyruvate lyase", M_chor_c -> M_4hbz_c + M_pyr_c, 0.0, 999999.0
R_EX_dha_e, , "Dihydroxyacetone exchange", M_dha_e <-> M_dha_b, -999999.0, 999999.0
R_DHPPDA2, b0414, "Diaminohydroxyphosphoribosylaminopryrimidine deaminase (25drapp)", M_25drapp_c + M_h2o_c + M_h_c -> M_5apru_c + M_nh4_c, 0.0, 999999.0
R_EX_so4_e, , "Sulfate exchange", M_so4_e <-> M_so4_b, -999999.0, 999999.0
R_EX_glc__D_e, , "D-Glucose exchange", M_glc__D_e <-> M_glc__D_b, -10.0, 0.0
R_FAO2, (b1805 & b3845 & b0221 & b3846), "Fatty acid oxidation (n-C16:0)", M_atp_c + 8.0 M_coa_c + 7.0 M_fad_c + 7.0 M_h2o_c + M_hdca_c + 7.0 M_nad_c -> 8.0 M_accoa_c + M_amp_c + 7.0 M_fadh2_c + 7.0 M_h_c + 7.0 M_nadh_c + M_ppi_c, 0.0, 999999.0
R_INSt2_copy2, b2406, "Inosine transport in via proton symport", M_h_e + M_ins_e <-> M_h_c + M_ins_c, -999999.0, 999999.0
R_IPPMIb, (b0072 & b0071), "2-isopropylmalate hydratase", M_2ippm_c + M_h2o_c <-> M_3c3hmp_c, -999999.0, 999999.0
R_ACMAMUT, b3794, "UDP-N-acetyl-D-mannosaminuronic acid transferase", M_uacmamu_c + M_unaga_c -> M_h_c + M_udp_c + M_unagamu_c, 0.0, 999999.0
R_EX_na1_e, , "Sodium exchange", M_na1_e <-> M_na1_b, -999999.0, 999999.0
R_HCO3E, (b0339 | b0126), "HCO3 equilibration reaction", M_co2_c + M_h2o_c <-> M_h_c + M_hco3_c, -999999.0, 999999.0
R_EX_cit_e, , "Citrate exchange", M_cit_e <-> M_cit_b, -999999.0, 999999.0
R_EX_succ_e, , "Succinate exchange", M_succ_e <-> M_succ_b, -999999.0, 999999.0
R_UGMDDS, b0086, "UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine synthetase", M_alaala_c + M_atp_c + M_ugmd_c -> M_adp_c + M_h_c + M_pi_c + M_ugmda_c, 0.0, 999999.0
R_AGMHE, b3619, "ADP-D-glycero-D-manno-heptose epimerase", M_adphep_DD_c -> M_adphep_LD_c, 0.0, 999999.0
R_PYDAMK, b2418, "Pyridoxamine kinase", M_atp_c + M_pydam_c -> M_adp_c + M_h_c + M_pyam5p_c, 0.0, 999999.0
R_G3PD2, b3608, "Glycerol-3-phosphate dehydrogenase (NADP)", M_glyc3p_c + M_nadp_c <-> M_dhap_c + M_h_c + M_nadph_c, -999999.0, 999999.0
R_CSND, b0337, "Cytosine deaminase", M_csn_c + M_h2o_c + M_h_c -> M_nh4_c + M_ura_c, 0.0, 999999.0
R_OMMBLHX, b0662, "2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase", M_2ommbl_c + 0.5 M_o2_c -> M_2omhmbl_c, 0.0, 999999.0
R_PUNP1, (b2407 | b4384), "Purine-nucleoside phosphorylase (Adenosine)", M_adn_c + M_pi_c <-> M_ade_c + M_r1p_c, -999999.0, 999999.0
R_EX_tyr__L_e, , "L-Tyrosine exchange", M_tyr__L_e <-> M_tyr__L_b, -999999.0, 999999.0
R_NO2t2r, (b1223 | b3367), "Nitrite transport in via proton symport, reversible", M_h_e + M_no2_e <-> M_h_c + M_no2_c, -999999.0, 999999.0
R_EX_idon__L_e, , "L-Idonate exchange", M_idon__L_e <-> M_idon__L_b, -999999.0, 999999.0
R_RBK, b3752, "Ribokinase", M_atp_c + M_rib__D_c -> M_adp_c + M_h_c + M_r5p_c, 0.0, 999999.0
R_XYLt2, b4031, "D-xylose transport in via proton symport", M_h_e + M_xyl__D_e -> M_h_c + M_xyl__D_c, 0.0, 999999.0
R_DKGLCNR2x, b3553, "2,5-diketo-D-gluconate reductase (NADH)", M_25dkglcn_c + M_h_c + M_nadh_c -> M_5dglcn_c + M_nad_c, 0.0, 999999.0
R_SUCCt2_2, b3528, "Succinate transport via proton symport (2 H)", 2.0 M_h_e + M_succ_e -> 2.0 M_h_c + M_succ_c, 0.0, 999999.0
R_LEUTAi, (b4054 | b3770), "Leucine transaminase (irreversible)", M_4mop_c + M_glu__L_c -> M_akg_c + M_leu__L_c, 0.0, 999999.0
R_HPPPNDO_1, b0348, "2,3-dihydroxypheylpropionate 1,2-dioxygenase", M_dhpppn_c + M_o2_c -> M_hkndd_c, 0.0, 999999.0
R_KARA1, b3774, "Ketol-acid reductoisomerase (2,3-dihydroxy-3-methylbutanoate)", M_23dhmb_c + M_nadp_c <-> M_alac__S_c + M_h_c + M_nadph_c, -999999.0, 0.0
R_NTD9, b0480, "5'-nucleotidase (GMP)", M_gmp_c + M_h2o_c -> M_gsn_c + M_pi_c, 0.0, 999999.0
R_GSNK, b0477, "Guanosine kinase", M_atp_c + M_gsn_c -> M_adp_c + M_gmp_c + M_h_c, 0.0, 999999.0
R_GUAD, b2883, "Guanine deaminase", M_gua_c + M_h2o_c + M_h_c -> M_nh4_c + M_xan_c, 0.0, 999999.0
R_C141SN, (b2323 & b0180 & b0954 & b1288 & b1093), "Fatty acid biosynthesis (n-C14:1)", M_actACP_c + 16.0 M_h_c + 5.0 M_malACP_c + 11.0 M_nadph_c -> 5.0 M_ACP_c + 5.0 M_co2_c + 6.0 M_h2o_c + 11.0 M_nadp_c + M_tdeACP_c, 0.0, 999999.0
R_PRASCSi, b2476, "Phosphoribosylaminoimidazolesuccinocarboxamide synthase", M_5aizc_c + M_asp__L_c + M_atp_c <-> M_25aics_c + M_adp_c + M_h_c + M_pi_c, -999999.0, 999999.0
R_MOHMT, b0134, "3-methyl-2-oxobutanoate hydroxymethyltransferase", M_3mob_c + M_h2o_c + M_mlthf_c -> M_2dhp_c + M_thf_c, 0.0, 999999.0
R_DADK, b0474, "Deoxyadenylate kinase", M_atp_c + M_damp_c <-> M_adp_c + M_dadp_c, -999999.0, 999999.0
R_EX_g6p_e, , "D-Glucose 6-phosphate exchange", M_g6p_e <-> M_g6p_b, -999999.0, 999999.0
R_TDPAGTA, b3791, "DTDP-4-amino-4,6-dideoxy-D-glucose transaminase", M_dtdp4d6dg_c + M_glu__L_c -> M_akg_c + M_dtdp4addg_c, 0.0, 999999.0
R_GLUSy, (b3212 & b3213), "Glutamate synthase (NADPH)", M_akg_c + M_gln__L_c + M_h_c + M_nadph_c -> 2.0 M_glu__L_c + M_nadp_c, 0.0, 999999.0
R_NTPP8, b2781, "Nucleoside triphosphate pyrophosphorylase (utp)", M_h2o_c + M_utp_c -> M_h_c + M_ppi_c + M_ump_c, 0.0, 999999.0
R_CYSabc, , "L-cysteine transport via ABC system", M_atp_c + M_cys__L_e + M_h2o_c -> M_adp_c + M_cys__L_c + M_h_c + M_pi_c, 0.0, 999999.0
R_MTHFC_1, b0529, "Methenyltetrahydrofolate cyclohydrolase", M_h2o_c + M_methf_c <-> M_10fthf_c, -999999.0, 999999.0
R_TAGURr, b1521, "Tagaturonate reductase", M_altrn_c + M_nad_c <-> M_h_c + M_nadh_c + M_tagur_c, -999999.0, 999999.0
R_DHQS, b3389, "3-dehydroquinate synthase", M_2dda7p_c -> M_3dhq_c + M_pi_c, 0.0, 999999.0
R_PMANM, b2048, "Phosphomannomutase", M_man1p_c <-> M_man6p_c, -999999.0, 999999.0
